1549	-4777	-4865	-5737
-1344	-4583	-5272	-6610
-4917	-4623	-5823	-7447
-8705	-4905	-6458	-8150
-12211	-5409	-7107	-8638
-14979	-6082	-7699	-8862
-16650	-6850	-8170	-8808
-17015	-7629	-8476	-8502
-16040	-8332	-8591	-8000
-13871	-8884	-8519	-7390
-10818	-9228	-8287	-6771
-7307	-9335	-7944	-6243
-3826	-9208	-7549	-5894
-862	-8878	-7174	-5787
1170	-8404	-6881	-5951
1983	-7862	-6726	-6377
1450	-7339	-6739	-7021
-371	-6916	-6935	-7810
-3250	-6662	-7297	-8649
-6815	-6623	-7793	-9441
-10598	-6820	-8369	-10090
-14104	-7241	-8962	-10524
-16876	-7842	-9507	-10699
-18555	-8561	-9946	-10609
-18928	-9318	-10239	-10280
-17961	-10028	-10361	-9775
-15798	-10614	-10314	-9178
-12746	-11014	-10120	-8586
-9231	-11192	-9821	-8095
-5743	-11138	-9473	-7789
-2766	-10874	-9137	-7721
-716	-10451	-8872	-7916
114	-9935	-8727	-8361
-398	-9410	-8734	-9007
-2202	-8958	-8904	-9781
-5067	-8649	-9227	-10592
-8620	-8539	-9672	-11340
-12398	-8654	-10193	-11940
-15903	-8993	-10731	-12323
-18678	-9525	-11232	-12452
-20363	-10193	-11641	-12326
-20743	-10924	-11919	-11974
-19782	-11635	-12045	-11462
-17624	-12249	-12017	-10875
-14572	-12698	-11854	-10305
-11053	-12938	-11594	-9846
-7555	-12951	-11286	-9574
-4564	-12750	-10984	-9541
-2497	-12374	-10744	-9763
-1646	-11886	-10609	-10223
-2139	-11361	-10609	-10871
-3924	-10883	-10756	-11632
-6772	-10526	-11041	-12414
-10314	-10348	-11439	-13124
-14085	-10386	-11908	-13679
-17588	-10647	-12397	-14015
-20365	-11110	-12855	-14101
-22055	-11726	-13234	-13939
-22441	-12426	-13495	-13565
-21486	-13134	-13621	-13045
-19330	-13768	-13607	-12461
-16278	-14259	-13471	-11909
-12753	-14555	-13244	-11475
-9245	-14630	-12970	-11234
-6239	-14487	-12698	-11230
-4153	-14157	-12478	-11475
-3281	-13694	-12352	-11948
-3752	-13173	-12344	-12596
-5517	-12673	-12469	-13344
-8349	-12271	-12720	-14101
-11878	-12030	-13074	-14775
-15640	-11996	-13495	-15287
-19140	-12182	-13937	-15579
-21918	-12577	-14354	-15624
-23611	-13139	-14702	-15428
-24003	-13808	-14947	-15032
-23052	-14506	-15071	-14500
-20898	-15155	-15067	-13918
-17844	-15680	-14952	-13379
-14314	-16026	-14752	-12967
-10794	-16156	-14508	-12750
-7772	-16067	-14262	-12770
-5666	-15780	-14060	-13034
-4772	-15345	-13938	-13518
-5221	-14829	-13924	-14166
-6965	-14310	-14029	-14902
-9778	-13867	-14247	-15634
-13293	-13569	-14560	-16275
-17046	-13465	-14936	-16747
-20542	-13579	-15334	-16998
-23320	-13907	-15712	-17004
-25016	-14415	-16031	-16776
-25412	-15048	-16257	-16356
-24464	-15733	-16375	-15812
-22312	-16390	-16380	-15230
-19255	-16945	-16281	-14699
-15717	-17333	-16103	-14303
-12186	-17515	-15884	-14107
-9146	-17476	-15660	-14146
-7020	-17232	-15472	-14426
-6103	-16823	-15355	-14919
-6529	-16313	-15333	-15566
-8250	-15778	-15418	-16288
-11045	-15300	-15606	-16998
-14545	-14947	-15881	-17608
-18288	-14778	-16216	-18043
-21779	-14822	-16572	-18255
-24556	-15083	-16912	-18225
-26253	-15536	-17201	-17964
-26652	-16132	-17410	-17521
-25707	-16800	-17520	-16963
-23555	-17462	-17528	-16377
-20496	-18038	-17442	-15853
-16950	-18465	-17283	-15469
-13405	-18692	-17083	-15289
-10348	-18701	-16878	-15344
-8200	-18495	-16702	-15637
-7259	-18113	-16588	-16135
-7661	-17612	-16559	-16780
-9360	-17065	-16625	-17491
-12134	-16552	-16785	-18179
-15619	-16150	-17024	-18760
-19351	-15918	-17318	-19161
-22836	-15895	-17635	-19337
-25611	-16092	-17940	-19271
-27310	-16490	-18200	-18981
-27711	-17046	-18389	-18513
-26768	-17692	-18490	-17941
-24616	-18353	-18498	-17350
-21552	-18949	-18421	-16827
-17998	-19408	-18278	-16453
-14439	-19677	-18095	-16284
-11364	-19728	-17905	-16352
-9194	-19561	-17738	-16655
-8229	-19205	-17626	-17158
-8606	-18713	-17588	-17799
-10281	-18156	-17637	-18498
-13035	-17615	-17770	-19166
-16503	-17165	-17975	-19719
-20224	-16876	-18232	-20088
-23702	-16788	-18511	-20230
-26475	-16921	-18782	-20131
-28174	-17264	-19013	-19811
-28577	-17777	-19183	-19321
-27635	-18400	-19274	-18732
-25482	-19055	-19281	-18133
-22414	-19664	-19210	-17611
-18850	-20150	-19078	-17241
-15277	-20457	-18907	-17082
-12183	-20549	-18729	-17160
-9991	-20419	-18570	-17470
-9001	-20088	-18458	-17975
-9352	-19606	-18413	-18612
-11003	-19043	-18443	-19299
-13736	-18475	-18551	-19948
-17187	-17983	-18725	-20476
-20896	-17637	-18946	-20815
-24367	-17488	-19190	-20924
-27137	-17558	-19428	-20794
-28836	-17846	-19633	-20446
-29240	-18315	-19782	-19932
-28300	-18911	-19861	-19329
-26145	-19558	-19864	-18720
-23072	-20176	-19798	-18195
-19498	-20686	-19674	-17828
-15911	-21027	-19514	-17675
-12798	-21155	-19344	-17760
-10582	-21060	-19190	-18074
-9567	-20755	-19078	-18581
-9893	-20286	-19024	-19213
-11519	-19717	-19038	-19888
-14230	-19126	-19122	-20519
-17664	-18595	-19266	-21023
-21360	-18197	-19454	-21333
-24824	-17988	-19665	-21413
-27590	-17997	-19870	-21252
-29289	-18229	-20049	-20877
-29694	-18654	-20177	-20341
-28754	-19220	-20244	-19720
-26598	-19854	-20243	-19101
-23519	-20477	-20177	-18571
-19936	-21007	-20059	-18206
-16333	-21378	-19906	-18055
-13200	-21541	-19744	-18144
-10961	-21479	-19594	-18462
-9921	-21201	-19479	-18969
-10220	-20745	-19416	-19594
-11822	-20172	-19415	-20259
-14512	-19562	-19475	-20873
-17928	-18995	-19592	-21354
-21611	-18547	-19749	-21638
-25066	-18281	-19927	-21688
-27829	-18231	-20104	-21500
-29527	-18408	-20256	-21098
-29933	-18788	-20365	-20540
-28993	-19321	-20419	-19902
-26835	-19940	-20410	-19272
-23751	-20564	-20344	-18736
-20158	-21110	-20229	-18369
-16541	-21507	-20082	-18221
-13388	-21704	-19924	-18312
-11125	-21674	-19776	-18631
-10059	-21421	-19660	-19135
-10332	-20979	-19587	-19755
-11909	-20406	-19571	-20409
-14577	-19779	-19610	-21007
-17975	-19179	-19700	-21466
-21645	-18686	-19829	-21725
-25092	-18364	-19976	-21749
-27851	-18257	-20124	-21534
-29548	-18378	-20251	-21107
-29955	-18711	-20341	-20527
-29015	-19212	-20380	-19872
-26856	-19813	-20365	-19231
-23766	-20434	-20296	-18687
-20163	-20994	-20182	-18317
-16530	-21415	-20039	-18168
-13358	-21642	-19884	-18260
-11072	-21642	-19737	-18578
-9980	-21415	-19616	-19080
-10227	-20989	-19536	-19694
-11779	-20418	-19505	-20337
-14424	-19776	-19524	-20918
-17805	-19146	-19591	-21359
-21462	-18610	-19690	-21595
-24901	-18237	-19809	-21594
-27655	-18074	-19930	-21352
-29352	-18141	-20034	-20902
-29759	-18427	-20104	-20301
-28820	-18892	-20129	-19630
-26659	-19472	-20105	-18975
-23564	-20089	-20033	-18424
-19951	-20658	-19919	-18050
-16303	-21100	-19779	-17898
-13111	-21355	-19626	-17989
-10802	-21385	-19479	-18306
-9685	-21184	-19354	-18805
-9906	-20775	-19265	-19413
-11433	-20207	-19219	-20045
-14056	-19554	-19220	-20611
-17418	-18899	-19262	-21032
-21063	-18323	-19336	-21248
-24494	-17900	-19430	-21223
-27245	-17682	-19524	-20959
-28941	-17696	-19605	-20486
-29349	-17935	-19656	-19866
-28410	-18364	-19667	-19176
-26247	-18922	-19634	-18509
-23147	-19530	-19557	-17949
-19524	-20106	-19443	-17568
-15862	-20567	-19302	-17414
-12651	-20848	-19150	-17503
-10319	-20908	-19003	-17818
-9176	-20733	-18874	-18312
-9371	-20341	-18776	-18913
-10874	-19779	-18717	-19536
-13475	-19118	-18700	-20088
-16820	-18438	-18721	-20493
-20452	-17826	-18771	-20688
-23875	-17356	-18839	-20642
-26622	-17087	-18909	-20355
-28318	-17048	-18968	-19861
-28727	-17240	-19001	-19221
-27790	-17630	-18999	-18517
-25626	-18164	-18956	-17837
-22521	-18764	-18874	-17267
-18889	-19343	-18758	-16881
-15213	-19821	-18617	-16722
-11983	-20128	-18465	-16808
-9628	-20215	-18315	-17120
-8460	-20066	-18182	-17609
-8630	-19693	-18076	-18204
-10108	-19139	-18005	-18816
-12688	-18472	-17971	-19357
-16016	-17773	-17972	-19745
-19635	-17126	-18000	-19922
-23051	-16613	-18044	-19856
-25795	-16294	-18092	-19548
-27491	-16203	-18130	-19035
-27902	-16347	-18146	-18377
-26966	-16701	-18130	-17657
-24801	-17207	-18078	-16964
-21692	-17796	-17991	-16385
-18051	-18378	-17872	-15991
-14362	-18869	-17730	-15828
-11113	-19199	-17577	-15910
-8737	-19314	-17425	-16219
-7544	-19192	-17288	-16703
-7689	-18839	-17174	-17292
-9143	-18296	-17091	-17895
-11703	-17626	-17042	-18424
-15014	-16909	-17024	-18798
-18621	-16233	-17031	-18957
-22030	-15678	-17054	-18873
-24772	-15310	-17082	-18548
-26469	-15170	-17100	-18016
-26882	-15267	-17099	-17341
-25948	-15581	-17071	-16606
-23783	-16061	-17010	-15901
-20671	-16636	-16916	-15313
-17022	-17218	-16794	-14911
-13319	-17723	-16651	-14743
-10053	-18075	-16496	-14821
-7655	-18216	-16342	-15125
-6439	-18121	-16200	-15606
-6559	-17790	-16079	-16187
-7991	-17259	-15986	-16783
-10530	-16589	-15922	-17301
-13825	-15858	-15888	-17662
-17421	-15154	-15877	-17806
-20824	-14561	-15879	-17706
-23564	-14147	-15887	-17363
-25262	-13959	-15887	-16815
-25678	-14010	-15871	-16124
-24746	-14285	-15831	-15374
-22582	-14737	-15760	-14657
-19467	-15296	-15662	-14059
-15811	-15877	-15536	-13651
-12096	-16393	-15391	-13477
-8814	-16766	-15234	-13552
-6395	-16934	-15079	-13852
-5156	-16865	-14933	-14328
-5253	-16558	-14805	-14904
-6662	-16041	-14702	-15492
-9181	-15373	-14626	-15999
-12461	-14631	-14576	-16349
-16047	-13903	-14547	-16481
-19444	-13275	-14532	-16365
-22183	-12818	-14521	-16007
-23883	-12583	-14506	-15443
-24303	-12589	-14476	-14738
-23375	-12825	-14423	-13975
-21213	-13248	-14345	-13248
-18096	-13790	-14240	-12641
-14433	-14369	-14112	-12225
-10707	-14895	-13964	-12046
-7409	-15287	-13807	-12116
-4970	-15481	-13649	-12412
-3709	-15440	-13499	-12884
-3783	-15156	-13366	-13454
-5171	-14656	-13254	-14036
-7672	-13993	-13167	-14536
-10937	-13244	-13102	-14875
-14513	-12495	-13058	-14994
-17906	-11834	-13027	-14866
-20645	-11337	-13000	-14494
-22348	-11056	-12970	-13916
-22773	-11018	-12925	-13198
-21849	-11215	-12863	-12424
-19689	-11608	-12777	-11685
-16572	-12133	-12667	-11071
-12904	-12708	-12535	-10649
-9167	-13242	-12386	-10464
-5854	-13653	-12227	-10529
-3397	-13873	-12068	-10822
-2115	-13860	-11915	-11290
-2167	-13601	-11777	-11856
-3534	-13120	-11658	-12432
-6018	-12466	-11560	-12925
-9269	-11712	-11484	-13255
-12837	-10945	-11427	-13365
-16226	-10255	-11380	-13225
-18966	-9719	-11339	-12841
-20673	-9395	-11295	-12251
-21103	-9314	-11239	-11521
-20185	-9472	-11167	-10736
-18029	-9836	-11074	-9989
-14911	-10342	-10959	-9365
-11239	-10911	-10825	-8937
-7494	-11453	-10675	-8749
-4166	-11882	-10516	-8809
-1692	-12128	-10355	-9100
-390	-12143	-10199	-9565
-422	-11912	-10056	-10128
-1769	-11451	-9931	-10698
-4236	-10807	-9825	-11185
-7475	-10052	-9738	-11508
-11035	-9272	-9669	-11609
-14422	-8554	-9610	-11460
-17163	-7983	-9556	-11065
-18875	-7618	-9499	-10465
-19313	-7495	-9433	-9726
-18401	-7615	-9353	-8930
-16250	-7948	-9254	-8175
-13134	-8435	-9135	-7545
-9459	-8998	-8999	-7112
-5705	-9547	-8848	-6918
-2365	-9994	-8688	-6976
125	-10264	-8527	-7264
1446	-10309	-8370	-7726
1433	-10106	-8223	-8287
104	-9668	-8094	-8854
-2346	-9037	-7980	-9335
-5574	-8284	-7886	-9652
-9128	-7492	-7804	-9747
-12513	-6753	-7734	-9590
-15257	-6147	-7670	-9186
-16976	-5745	-7603	-8578
-17421	-5581	-7528	-7829
-16517	-5663	-7441	-7026
-14372	-5966	-7336	-6264
-11258	-6434	-7215	-5628
-7581	-6989	-7077	-5189
-3821	-7543	-6926	-4992
-470	-8007	-6765	-5048
2036	-8303	-6604	-5333
3374	-8377	-6447	-5794
3380	-8204	-6299	-6352
2068	-7790	-6165	-6917
-368	-7177	-6047	-7395
-3586	-6427	-5944	-7709
-7134	-5628	-5855	-7797
-10519	-4868	-5775	-7634
-13268	-4234	-5701	-7225
-14994	-3793	-5626	-6609
-15448	-3590	-5544	-5853
-14554	-3636	-5450	-5045
-12416	-3909	-5342	-4276
-9306	-4358	-5218	-3635
-5628	-4906	-5079	-3192
-1863	-5464	-4929	-2993
1498	-5944	-4770	-3047
4018	-6266	-4610	-3331
5373	-6370	-4452	-3790
5396	-6227	-4304	-4347
4099	-5840	-4166	-4912
1675	-5245	-4044	-5389
-1532	-4504	-3935	-5698
-5077	-3699	-3839	-5784
-8462	-2923	-3753	-5616
-11216	-2262	-3670	-5202
-12951	-1787	-3588	-4581
-13416	-1547	-3501	-3820
-12532	-1557	-3403	-3006
-10402	-1800	-3291	-2232
-7298	-2228	-3167	-1587
-3621	-2767	-3028	-1142
148	-3330	-2879	-941
3518	-3826	-2722	-993
6051	-4173	-2563	-1276
7420	-4308	-2408	-1737
7459	-4197	-2258	-2294
6177	-3839	-2120	-2858
3765	-3265	-1994	-3335
564	-2534	-1882	-3644
-2976	-1729	-1781	-3726
-6364	-938	-1690	-3556
-9125	-253	-1601	-3139
-10870	252	-1513	-2514
-11346	527	-1422	-1749
-10474	553	-1320	-931
-8354	339	-1208	-154
-5257	-67	-1083	491
-1582	-598	-946	939
2190	-1165	-798	1141
5567	-1676	-644	1089
8111	-2048	-488	805
9494	-2214	-335	344
9547	-2136	-187	-214
8279	-1809	-48	-778
5877	-1258	77	-1257
2683	-541	192	-1566
-856	262	297	-1649
-4248	1063	392	-1478
-7016	1769	484	-1059
-8772	2304	575	-432
-9262	2614	670	334
-8403	2671	773	1154
-6294	2487	886	1933
-3205	2100	1010	2581
466	1579	1145	3029
4239	1009	1289	3231
7623	482	1440	3179
10177	85	1592	2894
11572	-111	1743	2430
11638	-68	1888	1869
10382	226	2025	1302
7990	751	2151	822
4800	1451	2266	510
1260	2250	2372	425
-2135	3058	2470	596
-4913	3783	2564	1014
-6681	4345	2658	1642
-7185	4686	2755	2410
-6341	4776	2858	3230
-4245	4621	2968	4010
-1164	4254	3091	4659
2501	3742	3223	5106
6274	3169	3363	5307
9663	2629	3508	5253
12225	2207	3656	4965
13632	1977	3802	4499
13709	1984	3944	3934
12464	2246	4079	3364
10079	2742	4204	2879
6893	3423	4318	2563
3353	4215	4424	2476
-49	5025	4522	2644
-2837	5767	4616	3061
-4619	6353	4710	3688
-5139	6724	4808	4454
-4311	6845	4908	5273
-2229	6715	5019	6052
840	6370	5137	6700
4500	5868	5264	7146
8272	5294	5399	7345
11664	4738	5539	7288
14233	4292	5681	6997
15649	4028	5823	6526
15738	4000	5960	5958
14501	4226	6089	5381
12123	4692	6211	4892
8940	5351	6324	4572
5397	6131	6428	4479
1988	6943	6525	4644
-811	7696	6618	5058
-2609	8306	6711	5681
-3146	8704	6806	6445
-2334	8854	6906	7263
-268	8752	7012	8039
2789	8426	7126	8684
6441	7935	7247	9128
10211	7359	7376	9325
13604	6790	7509	9263
16179	6319	7645	8967
17604	6022	7780	8492
17701	5957	7911	7917
16473	6146	8036	7335
14101	6579	8153	6840
10919	7213	8262	6513
7372	7979	8363	6414
3954	8790	8458	6572
1141	9553	8549	6981
-672	10181	8638	7601
-1227	10605	8730	8361
-434	10784	8825	9175
1615	10708	8927	9947
4660	10401	9036	10590
8303	9920	9150	11030
12069	9343	9272	11223
15463	8762	9398	11157
18043	8265	9526	10856
19474	7937	9653	10374
19579	7833	9777	9792
18358	7984	9896	9202
15990	8381	10007	8700
12808	8988	10111	8365
9257	9737	10208	8259
5829	10544	10298	8410
3002	11313	10386	8813
1170	11958	10471	9425
596	12406	10558	10181
1369	12611	10649	10989
3402	12561	10744	11759
6432	12275	10846	12397
10065	11804	10953	12832
13825	11226	11068	13019
17219	10631	11185	12947
19802	10111	11304	12640
21239	9750	11423	12151
21351	9608	11538	11561
20136	9718	11650	10964
17771	10079	11754	10452
14588	10657	11852	10109
11031	11386	11942	9994
7593	12185	12028	10138
4750	12959	12110	10531
2900	13618	12190	11137
2304	14088	12271	11885
3057	14319	12355	12688
5071	14292	12443	13452
8085	14026	12537	14084
11707	13566	12637	14513
15461	12989	12741	14695
18853	12381	12849	14616
21438	11838	12959	14301
22880	11443	13069	13804
22998	11262	13175	13206
21787	11331	13277	12599
19424	11654	13373	12077
16240	12200	13464	11725
12676	12907	13548	11600
9225	13696	13627	11733
6366	14471	13703	12118
4496	15142	13775	12715
3879	15632	13850	13456
4611	15886	13927	14253
6604	15885	14007	15008
9602	15637	14092	15634
13211	15189	14182	16056
16957	14611	14276	16231
20347	13993	14374	16145
22933	13425	14474	15822
24379	12998	14573	15316
24501	12777	14669	14708
23294	12806	14762	14090
20932	13088	14849	13558
17745	13600	14930	13195
14173	14283	15007	13059
10710	15058	15078	13182
7834	15832	15146	13557
5943	16513	15211	14144
5304	17021	15278	14876
6012	17298	15345	15663
7985	17319	15417	16412
10964	17092	15492	17030
14561	16654	15573	17445
18298	16078	15656	17611
21684	15448	15743	17518
24270	14859	15831	17185
25719	14399	15919	16670
25845	14139	16005	16051
24641	14123	16087	15423
22279	14365	16164	14879
19088	14841	16236	14503
15508	15498	16303	14356
12031	16256	16365	14467
9137	17027	16424	14831
7225	17715	16481	15408
6562	18239	16538	16130
7247	18538	16597	16908
9197	18582	16659	17647
12158	18373	16724	18256
15740	17948	16793	18663
19469	17373	16865	18822
22850	16733	16941	18719
25435	16122	17017	18376
26886	15629	17092	17850
27015	15330	17167	17221
25813	15272	17238	16581
23451	15471	17304	16025
20255	15909	17365	15636
16666	16537	17423	15476
13175	17278	17475	15575
10262	18043	17524	15926
8327	18735	17572	16491
7640	19274	17619	17202
8301	19593	17668	17971
10228	19658	17719	18700
13170	19469	17773	19301
16737	19056	17831	19699
20455	18483	17891	19847
23831	17834	17954	19735
26415	17202	18018	19382
27867	16677	18081	18846
27999	16339	18143	18205
26798	16237	18202	17552
24434	16392	18256	16982
21234	16792	18307	16581
17634	17389	18352	16407
14129	18109	18395	16493
11196	18865	18434	16831
9238	19563	18471	17384
8526	20114	18508	18083
9162	20451	18546	18840
11067	20538	18586	19561
13989	20367	18628	20152
17540	19967	18673	20540
21247	19398	18721	20678
24617	18741	18771	20556
27199	18089	18822	20193
28652	17533	18873	19645
28785	17155	18921	18992
27585	17009	18969	18326
25220	17120	19011	17743
22013	17480	19050	17327
18404	18044	19085	17140
14882	18742	19115	17210
11930	19488	19143	17536
9949	20186	19169	18076
9212	20748	19195	18763
9822	21104	19221	19509
11703	21211	19249	20218
14604	21059	19280	20799
18139	20672	19313	21177
21835	20108	19348	21306
25198	19443	19384	21172
27778	18772	19422	20799
29231	18186	19459	20239
29365	17769	19496	19573
28166	17579	19529	18894
25798	17646	19559	18297
22586	17964	19586	17867
18966	18494	19609	17665
15429	19169	19628	17721
12456	19902	19644	18032
10451	20598	19660	18559
9688	21170	19673	19233
10273	21543	19688	19968
12129	21670	19704	20665
15010	21537	19722	21236
18528	21164	19742	21603
22213	20605	19763	21723
25569	19934	19786	21579
28146	19245	19811	21194
29599	18631	19836	20622
29734	18176	19858	19943
28534	17942	19879	19250
